                              P           Q            P           Q            P           Q
                R                  5p-                      5p                       5d-
   143      4.7013E-08    4.6460E-10  3.4623E-06   7.2788E-12 -5.6732E-16   5.6306E-17  6.9935E-13
   144      4.7485E-08    4.7398E-10  3.4971E-06   7.4259E-12 -5.8460E-16   5.8021E-17  7.1347E-13
   145      4.7962E-08    4.8356E-10  3.5323E-06   7.5759E-12 -6.0240E-16   5.9788E-17  7.2789E-13
   146      4.8444E-08    4.9333E-10  3.5678E-06   7.7289E-12 -6.2075E-16   6.1609E-17  7.4259E-13
   147      4.8931E-08    5.0329E-10  3.6036E-06   7.8851E-12 -6.3966E-16   6.3485E-17  7.5759E-13
   148      4.9423E-08    5.1346E-10  3.6398E-06   8.0444E-12 -6.5914E-16   6.5419E-17  7.7290E-13
   149      4.9920E-08    5.2383E-10  3.6764E-06   8.2069E-12 -6.7921E-16   6.7411E-17  7.8851E-13
   150      5.0422E-08    5.3442E-10  3.7134E-06   8.3727E-12 -6.9989E-16   6.9464E-17  8.0444E-13
   151      5.0928E-08    5.4521E-10  3.7507E-06   8.5418E-12 -7.2121E-16   7.1580E-17  8.2069E-13
   152      5.1440E-08    5.5623E-10  3.7884E-06   8.7144E-12 -7.4317E-16   7.3759E-17  8.3727E-13
   153      5.1957E-08    5.6746E-10  3.8265E-06   8.8904E-12 -7.6581E-16   7.6006E-17  8.5418E-13
   154      5.2479E-08    5.7893E-10  3.8649E-06   9.0700E-12 -7.8913E-16   7.8320E-17  8.7144E-13
   155      5.3007E-08    5.9062E-10  3.9038E-06   9.2532E-12 -8.1316E-16   8.0706E-17  8.8904E-13
   156      5.3539E-08    6.0255E-10  3.9430E-06   9.4401E-12 -8.3793E-16   8.3164E-17  9.0700E-13
   157      5.4078E-08    6.1472E-10  3.9826E-06   9.6308E-12 -8.6344E-16   8.5696E-17  9.2532E-13
   158      5.4621E-08    6.2714E-10  4.0226E-06   9.8254E-12 -8.8974E-16   8.8306E-17  9.4402E-13
   159      5.5170E-08    6.3981E-10  4.0631E-06   1.0024E-11 -9.1684E-16   9.0995E-17  9.6309E-13
   160      5.5724E-08    6.5274E-10  4.1039E-06   1.0226E-11 -9.4476E-16   9.3767E-17  9.8254E-13
   161      5.6284E-08    6.6592E-10  4.1451E-06   1.0433E-11 -9.7353E-16   9.6622E-17  1.0024E-12
   162      5.6850E-08    6.7938E-10  4.1868E-06   1.0644E-11 -1.0032E-15   9.9565E-17  1.0226E-12
   163      5.7421E-08    6.9310E-10  4.2289E-06   1.0859E-11 -1.0337E-15   1.0260E-16  1.0433E-12
   164      5.7999E-08    7.0710E-10  4.2714E-06   1.1078E-11 -1.0652E-15   1.0572E-16  1.0644E-12
   165      5.8581E-08    7.2139E-10  4.3143E-06   1.1302E-11 -1.0977E-15   1.0894E-16  1.0859E-12
   166      5.9170E-08    7.3596E-10  4.3577E-06   1.1530E-11 -1.1311E-15   1.1226E-16  1.1078E-12
   167      5.9765E-08    7.5083E-10  4.4015E-06   1.1763E-11 -1.1655E-15   1.1568E-16  1.1302E-12
   168      6.0366E-08    7.6599E-10  4.4457E-06   1.2001E-11 -1.2010E-15   1.1920E-16  1.1530E-12
   169      6.0972E-08    7.8147E-10  4.4904E-06   1.2243E-11 -1.2376E-15   1.2283E-16  1.1763E-12
   170      6.1585E-08    7.9725E-10  4.5355E-06   1.2491E-11 -1.2753E-15   1.2657E-16  1.2001E-12
   171      6.2204E-08    8.1336E-10  4.5811E-06   1.2743E-11 -1.3141E-15   1.3043E-16  1.2243E-12
   172      6.2829E-08    8.2979E-10  4.6271E-06   1.3000E-11 -1.3542E-15   1.3440E-16  1.2491E-12
   173      6.3461E-08    8.4655E-10  4.6736E-06   1.3263E-11 -1.3954E-15   1.3849E-16  1.2743E-12
   174      6.4098E-08    8.6366E-10  4.7206E-06   1.3531E-11 -1.4379E-15   1.4271E-16  1.3000E-12
   175      6.4743E-08    8.8110E-10  4.7681E-06   1.3804E-11 -1.4817E-15   1.4706E-16  1.3263E-12
   176      6.5393E-08    8.9890E-10  4.8160E-06   1.4083E-11 -1.5268E-15   1.5153E-16  1.3531E-12
   177      6.6050E-08    9.1706E-10  4.8644E-06   1.4368E-11 -1.5733E-15   1.5615E-16  1.3804E-12
   178      6.6714E-08    9.3559E-10  4.9133E-06   1.4658E-11 -1.6212E-15   1.6090E-16  1.4083E-12
   179      6.7385E-08    9.5449E-10  4.9626E-06   1.4954E-11 -1.6706E-15   1.6580E-16  1.4368E-12
   180      6.8062E-08    9.7377E-10  5.0125E-06   1.5256E-11 -1.7215E-15   1.7085E-16  1.4658E-12
   181      6.8746E-08    9.9344E-10  5.0629E-06   1.5564E-11 -1.7739E-15   1.7606E-16  1.4954E-12
   182      6.9437E-08    1.0135E-09  5.1138E-06   1.5879E-11 -1.8279E-15   1.8142E-16  1.5256E-12
   183      7.0135E-08    1.0340E-09  5.1652E-06   1.6199E-11 -1.8836E-15   1.8694E-16  1.5564E-12
   184      7.0840E-08    1.0549E-09  5.2171E-06   1.6527E-11 -1.9409E-15   1.9264E-16  1.5879E-12
   185      7.1552E-08    1.0762E-09  5.2695E-06   1.6860E-11 -2.0001E-15   1.9850E-16  1.6199E-12
   186      7.2271E-08    1.0979E-09  5.3225E-06   1.7201E-11 -2.0610E-15   2.0455E-16  1.6527E-12
   187      7.2997E-08    1.1201E-09  5.3760E-06   1.7549E-11 -2.1237E-15   2.1078E-16  1.6861E-12
   188      7.3731E-08    1.1427E-09  5.4300E-06   1.7903E-11 -2.1884E-15   2.1720E-16  1.7201E-12
   189      7.4472E-08    1.1658E-09  5.4846E-06   1.8265E-11 -2.2551E-15   2.2381E-16  1.7549E-12
   190      7.5220E-08    1.1894E-09  5.5397E-06   1.8634E-11 -2.3237E-15   2.3063E-16  1.7903E-12
   191      7.5976E-08    1.2134E-09  5.5954E-06   1.9010E-11 -2.3945E-15   2.3765E-16  1.8265E-12
   192      7.6740E-08    1.2379E-09  5.6516E-06   1.9394E-11 -2.4674E-15   2.4489E-16  1.8634E-12
   193      7.7511E-08    1.2629E-09  5.7084E-06   1.9786E-11 -2.5426E-15   2.5235E-16  1.9010E-12
   194      7.8290E-08    1.2884E-09  5.7658E-06   2.0186E-11 -2.6200E-15   2.6003E-16  1.9394E-12
   195      7.9077E-08    1.3144E-09  5.8237E-06   2.0593E-11 -2.6998E-15   2.6795E-16  1.9786E-12
   196      7.9871E-08    1.3410E-09  5.8822E-06   2.1009E-11 -2.7820E-15   2.7611E-16  2.0186E-12
   197      8.0674E-08    1.3681E-09  5.9414E-06   2.1434E-11 -2.8667E-15   2.8452E-16  2.0593E-12
   198      8.1485E-08    1.3957E-09  6.0011E-06   2.1867E-11 -2.9540E-15   2.9319E-16  2.1009E-12
   199      8.2304E-08    1.4239E-09  6.0614E-06   2.2309E-11 -3.0440E-15   3.0212E-16  2.1434E-12
   200      8.3131E-08    1.4527E-09  6.1223E-06   2.2759E-11 -3.1367E-15   3.1132E-16  2.1867E-12
   201      8.3967E-08    1.4820E-09  6.1838E-06   2.3219E-11 -3.2322E-15   3.2080E-16  2.2309E-12
   202      8.4810E-08    1.5120E-09  6.2460E-06   2.3688E-11 -3.3307E-15   3.3057E-16  2.2759E-12
   203      8.5663E-08    1.5425E-09  6.3088E-06   2.4167E-11 -3.4321E-15   3.4063E-16  2.3219E-12
   204      8.6524E-08    1.5737E-09  6.3722E-06   2.4655E-11 -3.5366E-15   3.5101E-16  2.3688E-12
   205      8.7393E-08    1.6055E-09  6.4362E-06   2.5153E-11 -3.6443E-15   3.6170E-16  2.4167E-12
   206      8.8272E-08    1.6379E-09  6.5009E-06   2.5661E-11 -3.7553E-15   3.7271E-16  2.4655E-12
   207      8.9159E-08    1.6710E-09  6.5662E-06   2.6179E-11 -3.8697E-15   3.8406E-16  2.5153E-12
   208      9.0055E-08    1.7047E-09  6.6322E-06   2.6708E-11 -3.9875E-15   3.9576E-16  2.5661E-12
   209      9.0960E-08    1.7392E-09  6.6989E-06   2.7248E-11 -4.1090E-15   4.0781E-16  2.6179E-12
   210      9.1874E-08    1.7743E-09  6.7662E-06   2.7798E-11 -4.2341E-15   4.2023E-16  2.6708E-12
   211      9.2797E-08    1.8102E-09  6.8342E-06   2.8360E-11 -4.3631E-15   4.3303E-16  2.7248E-12
   212      9.3730E-08    1.8467E-09  6.9029E-06   2.8933E-11 -4.4959E-15   4.4622E-16  2.7798E-12
   213      9.4672E-08    1.8840E-09  6.9723E-06   2.9517E-11 -4.6329E-15   4.5981E-16  2.8360E-12
   214      9.5623E-08    1.9221E-09  7.0423E-06   3.0113E-11 -4.7740E-15   4.7381E-16  2.8933E-12
   215      9.6585E-08    1.9609E-09  7.1131E-06   3.0722E-11 -4.9193E-15   4.8824E-16  2.9517E-12
   216      9.7555E-08    2.0005E-09  7.1846E-06   3.1342E-11 -5.0692E-15   5.0311E-16  3.0114E-12
   217      9.8536E-08    2.0410E-09  7.2568E-06   3.1976E-11 -5.2235E-15   5.1843E-16  3.0722E-12
   218      9.9526E-08    2.0822E-09  7.3297E-06   3.2621E-11 -5.3826E-15   5.3422E-16  3.1342E-12
   219      1.0053E-07    2.1242E-09  7.4034E-06   3.3280E-11 -5.5465E-15   5.5049E-16  3.1976E-12
   220      1.0154E-07    2.1672E-09  7.4778E-06   3.3953E-11 -5.7155E-15   5.6725E-16  3.2622E-12
   221      1.0256E-07    2.2109E-09  7.5529E-06   3.4639E-11 -5.8895E-15   5.8453E-16  3.3281E-12
   222      1.0359E-07    2.2556E-09  7.6289E-06   3.5338E-11 -6.0689E-15   6.0233E-16  3.3953E-12
   223      1.0463E-07    2.3012E-09  7.7055E-06   3.6052E-11 -6.2537E-15   6.2068E-16  3.4639E-12
   224      1.0568E-07    2.3477E-09  7.7830E-06   3.6781E-11 -6.4442E-15   6.3958E-16  3.5339E-12
   225      1.0674E-07    2.3951E-09  7.8612E-06   3.7524E-11 -6.6404E-15   6.5906E-16  3.6052E-12
   226      1.0782E-07    2.4435E-09  7.9402E-06   3.8282E-11 -6.8426E-15   6.7913E-16  3.6781E-12
   227      1.0890E-07    2.4928E-09  8.0200E-06   3.9055E-11 -7.0510E-15   6.9981E-16  3.7524E-12
   228      1.0999E-07    2.5432E-09  8.1006E-06   3.9844E-11 -7.2658E-15   7.2112E-16  3.8282E-12
   229      1.1110E-07    2.5946E-09  8.1820E-06   4.0649E-11 -7.4870E-15   7.4308E-16  3.9055E-12
   230      1.1222E-07    2.6470E-09  8.2642E-06   4.1470E-11 -7.7151E-15   7.6571E-16  3.9844E-12
