#                              P           Q            P           Q
#                R                  5s                       5p-
   267      2.5529E-07    9.8505E-06 -5.1209E-09   8.8139E-10  1.6227E-06
   268      2.5786E-07    9.9495E-06 -5.2243E-09   8.9919E-10  1.6390E-06
   269      2.6045E-07    1.0050E-05 -5.3299E-09   9.1736E-10  1.6555E-06
   270      2.6307E-07    1.0151E-05 -5.4375E-09   9.3589E-10  1.6721E-06
   271      2.6571E-07    1.0253E-05 -5.5474E-09   9.5480E-10  1.6889E-06
   272      2.6838E-07    1.0356E-05 -5.6595E-09   9.7408E-10  1.7059E-06
   273      2.7108E-07    1.0460E-05 -5.7738E-09   9.9376E-10  1.7230E-06
   274      2.7380E-07    1.0565E-05 -5.8904E-09   1.0138E-09  1.7404E-06
   275      2.7655E-07    1.0671E-05 -6.0094E-09   1.0343E-09  1.7579E-06
   276      2.7933E-07    1.0778E-05 -6.1308E-09   1.0552E-09  1.7755E-06
   277      2.8214E-07    1.0887E-05 -6.2547E-09   1.0765E-09  1.7934E-06
   278      2.8498E-07    1.0996E-05 -6.3810E-09   1.0983E-09  1.8114E-06
   279      2.8784E-07    1.1106E-05 -6.5099E-09   1.1205E-09  1.8296E-06
   280      2.9073E-07    1.1218E-05 -6.6414E-09   1.1431E-09  1.8480E-06
   281      2.9365E-07    1.1331E-05 -6.7756E-09   1.1662E-09  1.8666E-06
   282      2.9661E-07    1.1445E-05 -6.9125E-09   1.1897E-09  1.8853E-06
   283      2.9959E-07    1.1560E-05 -7.0521E-09   1.2138E-09  1.9043E-06
   284      3.0260E-07    1.1676E-05 -7.1946E-09   1.2383E-09  1.9234E-06
   285      3.0564E-07    1.1793E-05 -7.3399E-09   1.2633E-09  1.9427E-06
   286      3.0871E-07    1.1912E-05 -7.4882E-09   1.2888E-09  1.9623E-06
   287      3.1181E-07    1.2031E-05 -7.6395E-09   1.3149E-09  1.9820E-06
   288      3.1495E-07    1.2152E-05 -7.7938E-09   1.3414E-09  2.0019E-06
   289      3.1811E-07    1.2275E-05 -7.9512E-09   1.3685E-09  2.0220E-06
   290      3.2131E-07    1.2398E-05 -8.1118E-09   1.3962E-09  2.0423E-06
   291      3.2454E-07    1.2522E-05 -8.2757E-09   1.4244E-09  2.0629E-06
   292      3.2780E-07    1.2648E-05 -8.4429E-09   1.4532E-09  2.0836E-06
   293      3.3109E-07    1.2775E-05 -8.6135E-09   1.4825E-09  2.1045E-06
   294      3.3442E-07    1.2904E-05 -8.7875E-09   1.5125E-09  2.1257E-06
   295      3.3778E-07    1.3034E-05 -8.9650E-09   1.5430E-09  2.1470E-06
   296      3.4118E-07    1.3165E-05 -9.1461E-09   1.5742E-09  2.1686E-06
   297      3.4461E-07    1.3297E-05 -9.3308E-09   1.6060E-09  2.1904E-06
   298      3.4807E-07    1.3430E-05 -9.5193E-09   1.6384E-09  2.2124E-06
   299      3.5157E-07    1.3565E-05 -9.7116E-09   1.6715E-09  2.2347E-06
   300      3.5510E-07    1.3702E-05 -9.9078E-09   1.7053E-09  2.2571E-06
   301      3.5867E-07    1.3839E-05 -1.0108E-08   1.7397E-09  2.2798E-06
   302      3.6227E-07    1.3979E-05 -1.0312E-08   1.7749E-09  2.3027E-06
   303      3.6592E-07    1.4119E-05 -1.0520E-08   1.8107E-09  2.3259E-06
   304      3.6959E-07    1.4261E-05 -1.0733E-08   1.8473E-09  2.3492E-06
   305      3.7331E-07    1.4404E-05 -1.0950E-08   1.8846E-09  2.3729E-06
   306      3.7706E-07    1.4549E-05 -1.1171E-08   1.9227E-09  2.3967E-06
   307      3.8085E-07    1.4695E-05 -1.1397E-08   1.9616E-09  2.4208E-06
   308      3.8468E-07    1.4843E-05 -1.1627E-08   2.0012E-09  2.4451E-06
   309      3.8854E-07    1.4992E-05 -1.1862E-08   2.0416E-09  2.4697E-06
   310      3.9245E-07    1.5143E-05 -1.2101E-08   2.0829E-09  2.4945E-06
   311      3.9639E-07    1.5295E-05 -1.2346E-08   2.1249E-09  2.5196E-06
   312      4.0038E-07    1.5449E-05 -1.2595E-08   2.1679E-09  2.5449E-06
   313      4.0440E-07    1.5604E-05 -1.2850E-08   2.2116E-09  2.5705E-06
   314      4.0846E-07    1.5761E-05 -1.3109E-08   2.2563E-09  2.5963E-06
   315      4.1257E-07    1.5919E-05 -1.3374E-08   2.3019E-09  2.6224E-06
