#                R                  6p-                      6p                      7s 
#                              P           Q            P           Q           P           Q
  1142      1.0252E-03    7.5810E-03  1.6150E-02   9.6660E-04 -1.5995E-04  1.9243E-02 -7.1535E-03
  1143      1.0355E-03    7.6538E-03  1.6264E-02   9.8463E-04 -1.6294E-04  1.9370E-02 -7.2047E-03
  1144      1.0459E-03    7.7274E-03  1.6378E-02   1.0030E-03 -1.6599E-04  1.9498E-02 -7.2563E-03
  1145      1.0564E-03    7.8018E-03  1.6493E-02   1.0217E-03 -1.6909E-04  1.9626E-02 -7.3081E-03
  1146      1.0671E-03    7.8769E-03  1.6609E-02   1.0407E-03 -1.7225E-04  1.9755E-02 -7.3603E-03
  1147      1.0778E-03    7.9529E-03  1.6725E-02   1.0601E-03 -1.7546E-04  1.9884E-02 -7.4127E-03
  1148      1.0886E-03    8.0296E-03  1.6842E-02   1.0799E-03 -1.7874E-04  2.0015E-02 -7.4654E-03
  1149      1.0996E-03    8.1072E-03  1.6959E-02   1.1000E-03 -1.8207E-04  2.0145E-02 -7.5184E-03
  1150      1.1106E-03    8.1856E-03  1.7078E-02   1.1204E-03 -1.8547E-04  2.0276E-02 -7.5717E-03
  1151      1.1218E-03    8.2649E-03  1.7197E-02   1.1413E-03 -1.8893E-04  2.0408E-02 -7.6253E-03
  1152      1.1330E-03    8.3449E-03  1.7316E-02   1.1625E-03 -1.9245E-04  2.0540E-02 -7.6792E-03
  1153      1.1444E-03    8.4259E-03  1.7437E-02   1.1841E-03 -1.9604E-04  2.0673E-02 -7.7334E-03
  1154      1.1559E-03    8.5077E-03  1.7558E-02   1.2062E-03 -1.9969E-04  2.0807E-02 -7.7879E-03
  1155      1.1676E-03    8.5904E-03  1.7680E-02   1.2286E-03 -2.0341E-04  2.0941E-02 -7.8426E-03
  1156      1.1793E-03    8.6740E-03  1.7802E-02   1.2514E-03 -2.0720E-04  2.1076E-02 -7.8977E-03
  1157      1.1911E-03    8.7585E-03  1.7925E-02   1.2747E-03 -2.1106E-04  2.1211E-02 -7.9531E-03
  1158      1.2031E-03    8.8439E-03  1.8049E-02   1.2983E-03 -2.1499E-04  2.1347E-02 -8.0087E-03
  1159      1.2152E-03    8.9302E-03  1.8174E-02   1.3224E-03 -2.1899E-04  2.1483E-02 -8.0647E-03
  1160      1.2274E-03    9.0175E-03  1.8299E-02   1.3470E-03 -2.2306E-04  2.1620E-02 -8.1209E-03
  1161      1.2397E-03    9.1057E-03  1.8425E-02   1.3720E-03 -2.2721E-04  2.1757E-02 -8.1775E-03
  1162      1.2522E-03    9.1949E-03  1.8552E-02   1.3974E-03 -2.3144E-04  2.1895E-02 -8.2343E-03
  1163      1.2648E-03    9.2851E-03  1.8679E-02   1.4233E-03 -2.3574E-04  2.2034E-02 -8.2915E-03
  1164      1.2775E-03    9.3762E-03  1.8807E-02   1.4497E-03 -2.4012E-04  2.2173E-02 -8.3489E-03
  1165      1.2903E-03    9.4683E-03  1.8936E-02   1.4766E-03 -2.4458E-04  2.2313E-02 -8.4067E-03
  1166      1.3033E-03    9.5615E-03  1.9066E-02   1.5039E-03 -2.4912E-04  2.2453E-02 -8.4647E-03
  1167      1.3164E-03    9.6556E-03  1.9196E-02   1.5318E-03 -2.5375E-04  2.2594E-02 -8.5230E-03
  1168      1.3296E-03    9.7508E-03  1.9327E-02   1.5602E-03 -2.5846E-04  2.2735E-02 -8.5817E-03
  1169      1.3430E-03    9.8471E-03  1.9458E-02   1.5890E-03 -2.6325E-04  2.2877E-02 -8.6406E-03
  1170      1.3565E-03    9.9444E-03  1.9591E-02   1.6184E-03 -2.6814E-04  2.3019E-02 -8.6998E-03
  1171      1.3701E-03    1.0043E-02  1.9724E-02   1.6484E-03 -2.7311E-04  2.3162E-02 -8.7594E-03
  1172      1.3839E-03    1.0142E-02  1.9858E-02   1.6788E-03 -2.7817E-04  2.3305E-02 -8.8192E-03
  1173      1.3978E-03    1.0243E-02  1.9992E-02   1.7099E-03 -2.8333E-04  2.3449E-02 -8.8793E-03
  1174      1.4119E-03    1.0344E-02  2.0127E-02   1.7415E-03 -2.8858E-04  2.3593E-02 -8.9397E-03
  1175      1.4260E-03    1.0447E-02  2.0263E-02   1.7736E-03 -2.9392E-04  2.3738E-02 -9.0004E-03
  1176      1.4404E-03    1.0551E-02  2.0400E-02   1.8064E-03 -2.9936E-04  2.3883E-02 -9.0615E-03
  1177      1.4549E-03    1.0656E-02  2.0537E-02   1.8397E-03 -3.0490E-04  2.4029E-02 -9.1228E-03
  1178      1.4695E-03    1.0763E-02  2.0675E-02   1.8736E-03 -3.1054E-04  2.4175E-02 -9.1844E-03
  1179      1.4842E-03    1.0870E-02  2.0814E-02   1.9082E-03 -3.1629E-04  2.4322E-02 -9.2463E-03
  1180      1.4992E-03    1.0979E-02  2.0954E-02   1.9434E-03 -3.2214E-04  2.4469E-02 -9.3085E-03
  1181      1.5142E-03    1.1089E-02  2.1094E-02   1.9792E-03 -3.2809E-04  2.4616E-02 -9.3710E-03
  1182      1.5294E-03    1.1200E-02  2.1235E-02   2.0157E-03 -3.3415E-04  2.4764E-02 -9.4338E-03
  1183      1.5448E-03    1.1312E-02  2.1377E-02   2.0528E-03 -3.4032E-04  2.4913E-02 -9.4969E-03
  1184      1.5603E-03    1.1426E-02  2.1519E-02   2.0906E-03 -3.4661E-04  2.5061E-02 -9.5603E-03
  1185      1.5760E-03    1.1540E-02  2.1662E-02   2.1290E-03 -3.5301E-04  2.5211E-02 -9.6239E-03
  1186      1.5919E-03    1.1657E-02  2.1806E-02   2.1682E-03 -3.5952E-04  2.5360E-02 -9.6879E-03
  1187      1.6079E-03    1.1774E-02  2.1950E-02   2.2081E-03 -3.6615E-04  2.5510E-02 -9.7522E-03
  1188      1.6240E-03    1.1893E-02  2.2095E-02   2.2486E-03 -3.7290E-04  2.5661E-02 -9.8167E-03
  1189      1.6403E-03    1.2013E-02  2.2241E-02   2.2900E-03 -3.7977E-04  2.5811E-02 -9.8816E-03
  1190      1.6568E-03    1.2135E-02  2.2388E-02   2.3320E-03 -3.8677E-04  2.5963E-02 -9.9467E-03
  1191      1.6735E-03    1.2257E-02  2.2535E-02   2.3748E-03 -3.9389E-04  2.6114E-02 -1.0012E-02
  1192      1.6903E-03    1.2382E-02  2.2683E-02   2.4184E-03 -4.0114E-04  2.6266E-02 -1.0078E-02
  1193      1.7073E-03    1.2507E-02  2.2832E-02   2.4627E-03 -4.0852E-04  2.6418E-02 -1.0144E-02
  1194      1.7244E-03    1.2635E-02  2.2981E-02   2.5079E-03 -4.1604E-04  2.6571E-02 -1.0210E-02
  1195      1.7418E-03    1.2763E-02  2.3131E-02   2.5538E-03 -4.2369E-04  2.6724E-02 -1.0277E-02
  1196      1.7593E-03    1.2893E-02  2.3282E-02   2.6006E-03 -4.3148E-04  2.6877E-02 -1.0343E-02
  1197      1.7770E-03    1.3025E-02  2.3434E-02   2.6482E-03 -4.3940E-04  2.7030E-02 -1.0411E-02
  1198      1.7948E-03    1.3158E-02  2.3586E-02   2.6967E-03 -4.4747E-04  2.7184E-02 -1.0478E-02
  1199      1.8129E-03    1.3292E-02  2.3739E-02   2.7460E-03 -4.5569E-04  2.7338E-02 -1.0546E-02
  1200      1.8311E-03    1.3428E-02  2.3892E-02   2.7962E-03 -4.6405E-04  2.7492E-02 -1.0614E-02
  1201      1.8495E-03    1.3566E-02  2.4047E-02   2.8473E-03 -4.7256E-04  2.7647E-02 -1.0682E-02
  1202      1.8681E-03    1.3705E-02  2.4202E-02   2.8993E-03 -4.8122E-04  2.7802E-02 -1.0750E-02
  1203      1.8868E-03    1.3846E-02  2.4357E-02   2.9523E-03 -4.9004E-04  2.7957E-02 -1.0819E-02
  1204      1.9058E-03    1.3988E-02  2.4513E-02   3.0062E-03 -4.9902E-04  2.8112E-02 -1.0888E-02
  1205      1.9250E-03    1.4132E-02  2.4670E-02   3.0610E-03 -5.0816E-04  2.8267E-02 -1.0958E-02
  1206      1.9443E-03    1.4278E-02  2.4828E-02   3.1168E-03 -5.1746E-04  2.8423E-02 -1.1027E-02
  1207      1.9639E-03    1.4425E-02  2.4986E-02   3.1736E-03 -5.2692E-04  2.8578E-02 -1.1097E-02
  1208      1.9836E-03    1.4574E-02  2.5145E-02   3.2314E-03 -5.3656E-04  2.8734E-02 -1.1167E-02
  1209      2.0035E-03    1.4725E-02  2.5305E-02   3.2902E-03 -5.4636E-04  2.8890E-02 -1.1237E-02
  1210      2.0237E-03    1.4877E-02  2.5465E-02   3.3501E-03 -5.5634E-04  2.9046E-02 -1.1308E-02
  1211      2.0440E-03    1.5032E-02  2.5626E-02   3.4110E-03 -5.6650E-04  2.9203E-02 -1.1379E-02
  1212      2.0645E-03    1.5188E-02  2.5788E-02   3.4730E-03 -5.7684E-04  2.9359E-02 -1.1450E-02
  1213      2.0853E-03    1.5346E-02  2.5950E-02   3.5361E-03 -5.8736E-04  2.9515E-02 -1.1521E-02
  1214      2.1062E-03    1.5505E-02  2.6113E-02   3.6003E-03 -5.9807E-04  2.9672E-02 -1.1593E-02
  1215      2.1274E-03    1.5667E-02  2.6276E-02   3.6656E-03 -6.0897E-04  2.9828E-02 -1.1665E-02
  1216      2.1488E-03    1.5830E-02  2.6440E-02   3.7321E-03 -6.2006E-04  2.9985E-02 -1.1737E-02
  1217      2.1704E-03    1.5995E-02  2.6605E-02   3.7998E-03 -6.3135E-04  3.0141E-02 -1.1809E-02
  1218      2.1922E-03    1.6163E-02  2.6770E-02   3.8686E-03 -6.4284E-04  3.0298E-02 -1.1882E-02
  1219      2.2142E-03    1.6332E-02  2.6936E-02   3.9386E-03 -6.5453E-04  3.0454E-02 -1.1955E-02
  1220      2.2365E-03    1.6503E-02  2.7103E-02   4.0099E-03 -6.6643E-04  3.0611E-02 -1.2028E-02
  1221      2.2590E-03    1.6676E-02  2.7270E-02   4.0824E-03 -6.7854E-04  3.0767E-02 -1.2101E-02
  1222      2.2817E-03    1.6851E-02  2.7438E-02   4.1562E-03 -6.9086E-04  3.0923E-02 -1.2175E-02
  1223      2.3046E-03    1.7028E-02  2.7606E-02   4.2313E-03 -7.0340E-04  3.1080E-02 -1.2248E-02
  1224      2.3278E-03    1.7207E-02  2.7775E-02   4.3077E-03 -7.1616E-04  3.1236E-02 -1.2322E-02
  1225      2.3512E-03    1.7388E-02  2.7945E-02   4.3854E-03 -7.2914E-04  3.1391E-02 -1.2396E-02
  1226      2.3748E-03    1.7572E-02  2.8115E-02   4.4645E-03 -7.4236E-04  3.1547E-02 -1.2471E-02
  1227      2.3987E-03    1.7757E-02  2.8285E-02   4.5450E-03 -7.5580E-04  3.1703E-02 -1.2545E-02
  1228      2.4228E-03    1.7945E-02  2.8457E-02   4.6268E-03 -7.6948E-04  3.1858E-02 -1.2620E-02
  1229      2.4471E-03    1.8135E-02  2.8628E-02   4.7101E-03 -7.8340E-04  3.2013E-02 -1.2695E-02
  1230      2.4717E-03    1.8327E-02  2.8801E-02   4.7948E-03 -7.9756E-04  3.2168E-02 -1.2770E-02
  1231      2.4965E-03    1.8521E-02  2.8973E-02   4.8810E-03 -8.1197E-04  3.2322E-02 -1.2845E-02
  1232      2.5216E-03    1.8718E-02  2.9147E-02   4.9687E-03 -8.2664E-04  3.2476E-02 -1.2921E-02
  1233      2.5470E-03    1.8917E-02  2.9321E-02   5.0579E-03 -8.4155E-04  3.2630E-02 -1.2997E-02
  1234      2.5726E-03    1.9118E-02  2.9495E-02   5.1487E-03 -8.5673E-04  3.2784E-02 -1.3073E-02
  1235      2.5984E-03    1.9321E-02  2.9670E-02   5.2410E-03 -8.7218E-04  3.2937E-02 -1.3149E-02
  1236      2.6245E-03    1.9527E-02  2.9845E-02   5.3349E-03 -8.8789E-04  3.3089E-02 -1.3225E-02
  1237      2.6509E-03    1.9736E-02  3.0021E-02   5.4304E-03 -9.0387E-04  3.3241E-02 -1.3301E-02
  1238      2.6776E-03    1.9946E-02  3.0197E-02   5.5276E-03 -9.2014E-04  3.3393E-02 -1.3378E-02
  1239      2.7045E-03    2.0160E-02  3.0374E-02   5.6264E-03 -9.3668E-04  3.3544E-02 -1.3454E-02
  1240      2.7317E-03    2.0375E-02  3.0551E-02   5.7269E-03 -9.5351E-04  3.3695E-02 -1.3531E-02
  1241      2.7591E-03    2.0594E-02  3.0729E-02   5.8292E-03 -9.7064E-04  3.3845E-02 -1.3608E-02
  1242      2.7868E-03    2.0814E-02  3.0907E-02   5.9332E-03 -9.8806E-04  3.3995E-02 -1.3685E-02
  1243      2.8148E-03    2.1038E-02  3.1085E-02   6.0390E-03 -1.0058E-03  3.4144E-02 -1.3762E-02
  1244      2.8431E-03    2.1264E-02  3.1264E-02   6.1466E-03 -1.0238E-03  3.4292E-02 -1.3840E-02
  1245      2.8717E-03    2.1492E-02  3.1443E-02   6.2560E-03 -1.0421E-03  3.4440E-02 -1.3917E-02
  1246      2.9006E-03    2.1723E-02  3.1623E-02   6.3673E-03 -1.0608E-03  3.4587E-02 -1.3995E-02
  1247      2.9297E-03    2.1957E-02  3.1803E-02   6.4805E-03 -1.0798E-03  3.4733E-02 -1.4072E-02
  1248      2.9592E-03    2.2194E-02  3.1983E-02   6.5956E-03 -1.0991E-03  3.4879E-02 -1.4150E-02
  1249      2.9889E-03    2.2434E-02  3.2164E-02   6.7126E-03 -1.1187E-03  3.5023E-02 -1.4228E-02
  1250      3.0189E-03    2.2676E-02  3.2345E-02   6.8317E-03 -1.1387E-03  3.5167E-02 -1.4306E-02
  1251      3.0493E-03    2.2921E-02  3.2526E-02   6.9527E-03 -1.1590E-03  3.5310E-02 -1.4384E-02
  1252      3.0799E-03    2.3169E-02  3.2707E-02   7.0758E-03 -1.1796E-03  3.5452E-02 -1.4462E-02
  1253      3.1109E-03    2.3420E-02  3.2889E-02   7.2010E-03 -1.2006E-03  3.5593E-02 -1.4540E-02
  1254      3.1422E-03    2.3673E-02  3.3072E-02   7.3283E-03 -1.2220E-03  3.5734E-02 -1.4618E-02
  1255      3.1737E-03    2.3930E-02  3.3254E-02   7.4577E-03 -1.2437E-03  3.5873E-02 -1.4696E-02
  1256      3.2056E-03    2.4190E-02  3.3437E-02   7.5894E-03 -1.2658E-03  3.6011E-02 -1.4775E-02
  1257      3.2378E-03    2.4453E-02  3.3619E-02   7.7232E-03 -1.2883E-03  3.6148E-02 -1.4853E-02
  1258      3.2704E-03    2.4718E-02  3.3803E-02   7.8592E-03 -1.3112E-03  3.6284E-02 -1.4931E-02
  1259      3.3033E-03    2.4987E-02  3.3986E-02   7.9976E-03 -1.3344E-03  3.6419E-02 -1.5010E-02
  1260      3.3365E-03    2.5259E-02  3.4169E-02   8.1382E-03 -1.3581E-03  3.6552E-02 -1.5088E-02
  1261      3.3700E-03    2.5534E-02  3.4353E-02   8.2812E-03 -1.3821E-03  3.6685E-02 -1.5166E-02
  1262      3.4039E-03    2.5813E-02  3.4537E-02   8.4266E-03 -1.4065E-03  3.6816E-02 -1.5244E-02
  1263      3.4381E-03    2.6094E-02  3.4721E-02   8.5744E-03 -1.4314E-03  3.6945E-02 -1.5323E-02
  1264      3.4726E-03    2.6379E-02  3.4905E-02   8.7246E-03 -1.4567E-03  3.7074E-02 -1.5401E-02
  1265      3.5075E-03    2.6667E-02  3.5089E-02   8.8774E-03 -1.4824E-03  3.7201E-02 -1.5479E-02
  1266      3.5428E-03    2.6959E-02  3.5273E-02   9.0327E-03 -1.5085E-03  3.7326E-02 -1.5557E-02
  1267      3.5784E-03    2.7254E-02  3.5457E-02   9.1905E-03 -1.5351E-03  3.7450E-02 -1.5636E-02
  1268      3.6143E-03    2.7552E-02  3.5641E-02   9.3509E-03 -1.5621E-03  3.7573E-02 -1.5714E-02
  1269      3.6507E-03    2.7854E-02  3.5826E-02   9.5140E-03 -1.5896E-03  3.7694E-02 -1.5792E-02
  1270      3.6873E-03    2.8159E-02  3.6010E-02   9.6798E-03 -1.6175E-03  3.7813E-02 -1.5870E-02
  1271      3.7244E-03    2.8468E-02  3.6194E-02   9.8483E-03 -1.6459E-03  3.7931E-02 -1.5947E-02
  1272      3.7618E-03    2.8780E-02  3.6378E-02   1.0020E-02 -1.6747E-03  3.8047E-02 -1.6025E-02
  1273      3.7996E-03    2.9096E-02  3.6562E-02   1.0194E-02 -1.7041E-03  3.8161E-02 -1.6103E-02
  1274      3.8378E-03    2.9415E-02  3.6746E-02   1.0370E-02 -1.7339E-03  3.8273E-02 -1.6180E-02
  1275      3.8764E-03    2.9739E-02  3.6930E-02   1.0550E-02 -1.7642E-03  3.8384E-02 -1.6257E-02
  1276      3.9154E-03    3.0066E-02  3.7114E-02   1.0733E-02 -1.7951E-03  3.8493E-02 -1.6335E-02
  1277      3.9547E-03    3.0396E-02  3.7298E-02   1.0919E-02 -1.8264E-03  3.8599E-02 -1.6411E-02
  1278      3.9945E-03    3.0731E-02  3.7481E-02   1.1107E-02 -1.8582E-03  3.8704E-02 -1.6488E-02
  1279      4.0346E-03    3.1069E-02  3.7664E-02   1.1299E-02 -1.8906E-03  3.8807E-02 -1.6565E-02
  1280      4.0752E-03    3.1411E-02  3.7847E-02   1.1494E-02 -1.9235E-03  3.8907E-02 -1.6641E-02
  1281      4.1161E-03    3.1757E-02  3.8030E-02   1.1692E-02 -1.9570E-03  3.9005E-02 -1.6718E-02
  1282      4.1575E-03    3.2107E-02  3.8212E-02   1.1893E-02 -1.9910E-03  3.9102E-02 -1.6794E-02
  1283      4.1993E-03    3.2461E-02  3.8394E-02   1.2097E-02 -2.0255E-03  3.9195E-02 -1.6869E-02
  1284      4.2415E-03    3.2818E-02  3.8576E-02   1.2305E-02 -2.0606E-03  3.9287E-02 -1.6945E-02
  1285      4.2841E-03    3.3180E-02  3.8758E-02   1.2516E-02 -2.0963E-03  3.9376E-02 -1.7020E-02
  1286      4.3271E-03    3.3546E-02  3.8939E-02   1.2730E-02 -2.1326E-03  3.9463E-02 -1.7095E-02
  1287      4.3706E-03    3.3917E-02  3.9119E-02   1.2948E-02 -2.1694E-03  3.9547E-02 -1.7170E-02
  1288      4.4146E-03    3.4291E-02  3.9300E-02   1.3169E-02 -2.2069E-03  3.9629E-02 -1.7244E-02
  1289      4.4589E-03    3.4669E-02  3.9479E-02   1.3394E-02 -2.2449E-03  3.9708E-02 -1.7318E-02
  1290      4.5037E-03    3.5052E-02  3.9658E-02   1.3622E-02 -2.2836E-03  3.9784E-02 -1.7392E-02
  1291      4.5490E-03    3.5439E-02  3.9837E-02   1.3854E-02 -2.3229E-03  3.9858E-02 -1.7465E-02
  1292      4.5947E-03    3.5831E-02  4.0015E-02   1.4089E-02 -2.3628E-03  3.9929E-02 -1.7538E-02
  1293      4.6409E-03    3.6226E-02  4.0193E-02   1.4328E-02 -2.4034E-03  3.9997E-02 -1.7611E-02
  1294      4.6875E-03    3.6626E-02  4.0370E-02   1.4571E-02 -2.4446E-03  4.0062E-02 -1.7683E-02
  1295      4.7347E-03    3.7031E-02  4.0546E-02   1.4818E-02 -2.4865E-03  4.0124E-02 -1.7755E-02
  1296      4.7822E-03    3.7440E-02  4.0721E-02   1.5069E-02 -2.5290E-03  4.0183E-02 -1.7827E-02
  1297      4.8303E-03    3.7854E-02  4.0896E-02   1.5323E-02 -2.5723E-03  4.0239E-02 -1.7898E-02
  1298      4.8788E-03    3.8272E-02  4.1070E-02   1.5581E-02 -2.6162E-03  4.0292E-02 -1.7968E-02
  1299      4.9279E-03    3.8694E-02  4.1244E-02   1.5844E-02 -2.6608E-03  4.0341E-02 -1.8038E-02
  1300      4.9774E-03    3.9122E-02  4.1416E-02   1.6110E-02 -2.7061E-03  4.0388E-02 -1.8108E-02
  1301      5.0274E-03    3.9554E-02  4.1588E-02   1.6381E-02 -2.7521E-03  4.0431E-02 -1.8177E-02
  1302      5.0780E-03    3.9991E-02  4.1759E-02   1.6656E-02 -2.7988E-03  4.0470E-02 -1.8246E-02
  1303      5.1290E-03    4.0432E-02  4.1928E-02   1.6934E-02 -2.8463E-03  4.0506E-02 -1.8314E-02
  1304      5.1805E-03    4.0878E-02  4.2097E-02   1.7218E-02 -2.8945E-03  4.0539E-02 -1.8381E-02
  1305      5.2326E-03    4.1329E-02  4.2265E-02   1.7505E-02 -2.9435E-03  4.0567E-02 -1.8448E-02
  1306      5.2852E-03    4.1785E-02  4.2432E-02   1.7797E-02 -2.9933E-03  4.0592E-02 -1.8515E-02
  1307      5.3383E-03    4.2246E-02  4.2598E-02   1.8093E-02 -3.0438E-03  4.0614E-02 -1.8580E-02
  1308      5.3920E-03    4.2712E-02  4.2762E-02   1.8394E-02 -3.0951E-03  4.0631E-02 -1.8645E-02
  1309      5.4461E-03    4.3183E-02  4.2926E-02   1.8699E-02 -3.1472E-03  4.0645E-02 -1.8710E-02
  1310      5.5009E-03    4.3658E-02  4.3088E-02   1.9009E-02 -3.2001E-03  4.0655E-02 -1.8774E-02
  1311      5.5562E-03    4.4139E-02  4.3249E-02   1.9323E-02 -3.2538E-03  4.0660E-02 -1.8837E-02
  1312      5.6120E-03    4.4625E-02  4.3409E-02   1.9643E-02 -3.3083E-03  4.0661E-02 -1.8899E-02
  1313      5.6684E-03    4.5116E-02  4.3567E-02   1.9966E-02 -3.3637E-03  4.0659E-02 -1.8961E-02
  1314      5.7254E-03    4.5612E-02  4.3724E-02   2.0295E-02 -3.4199E-03  4.0652E-02 -1.9022E-02
  1315      5.7829E-03    4.6113E-02  4.3880E-02   2.0629E-02 -3.4770E-03  4.0640E-02 -1.9082E-02
  1316      5.8410E-03    4.6620E-02  4.4034E-02   2.0967E-02 -3.5349E-03  4.0624E-02 -1.9142E-02
  1317      5.8997E-03    4.7132E-02  4.4187E-02   2.1311E-02 -3.5938E-03  4.0604E-02 -1.9200E-02
  1318      5.9590E-03    4.7649E-02  4.4339E-02   2.1659E-02 -3.6535E-03  4.0579E-02 -1.9258E-02
  1319      6.0189E-03    4.8171E-02  4.4488E-02   2.2013E-02 -3.7141E-03  4.0549E-02 -1.9315E-02
  1320      6.0794E-03    4.8699E-02  4.4636E-02   2.2371E-02 -3.7756E-03  4.0515E-02 -1.9371E-02
  1321      6.1405E-03    4.9232E-02  4.4783E-02   2.2735E-02 -3.8381E-03  4.0476E-02 -1.9427E-02
  1322      6.2022E-03    4.9770E-02  4.4927E-02   2.3104E-02 -3.9015E-03  4.0432E-02 -1.9481E-02
  1323      6.2646E-03    5.0314E-02  4.5070E-02   2.3479E-02 -3.9658E-03  4.0383E-02 -1.9534E-02
  1324      6.3275E-03    5.0863E-02  4.5212E-02   2.3858E-02 -4.0311E-03  4.0329E-02 -1.9587E-02
  1325      6.3911E-03    5.1418E-02  4.5351E-02   2.4244E-02 -4.0974E-03  4.0269E-02 -1.9638E-02
  1326      6.4553E-03    5.1978E-02  4.5488E-02   2.4634E-02 -4.1646E-03  4.0205E-02 -1.9689E-02
  1327      6.5202E-03    5.2544E-02  4.5624E-02   2.5030E-02 -4.2328E-03  4.0135E-02 -1.9738E-02
  1328      6.5857E-03    5.3116E-02  4.5757E-02   2.5432E-02 -4.3020E-03  4.0060E-02 -1.9787E-02
  1329      6.6519E-03    5.3693E-02  4.5889E-02   2.5840E-02 -4.3723E-03  3.9979E-02 -1.9834E-02
  1330      6.7188E-03    5.4275E-02  4.6018E-02   2.6253E-02 -4.4436E-03  3.9893E-02 -1.9880E-02
  1331      6.7863E-03    5.4864E-02  4.6145E-02   2.6672E-02 -4.5159E-03  3.9802E-02 -1.9926E-02
  1332      6.8545E-03    5.5458E-02  4.6270E-02   2.7096E-02 -4.5892E-03  3.9704E-02 -1.9970E-02
  1333      6.9234E-03    5.6057E-02  4.6393E-02   2.7527E-02 -4.6636E-03  3.9601E-02 -2.0013E-02
  1334      6.9930E-03    5.6663E-02  4.6513E-02   2.7963E-02 -4.7391E-03  3.9492E-02 -2.0054E-02
  1335      7.0633E-03    5.7274E-02  4.6631E-02   2.8406E-02 -4.8157E-03  3.9377E-02 -2.0095E-02
  1336      7.1343E-03    5.7890E-02  4.6747E-02   2.8854E-02 -4.8933E-03  3.9256E-02 -2.0134E-02
  1337      7.2060E-03    5.8513E-02  4.6860E-02   2.9309E-02 -4.9721E-03  3.9129E-02 -2.0172E-02
  1338      7.2784E-03    5.9141E-02  4.6971E-02   2.9769E-02 -5.0520E-03  3.8995E-02 -2.0209E-02
  1339      7.3515E-03    5.9775E-02  4.7079E-02   3.0236E-02 -5.1330E-03  3.8856E-02 -2.0244E-02
  1340      7.4254E-03    6.0415E-02  4.7185E-02   3.0709E-02 -5.2151E-03  3.8710E-02 -2.0279E-02
  1341      7.5000E-03    6.1060E-02  4.7287E-02   3.1188E-02 -5.2984E-03  3.8557E-02 -2.0311E-02
  1342      7.5754E-03    6.1712E-02  4.7387E-02   3.1674E-02 -5.3829E-03  3.8398E-02 -2.0343E-02
  1343      7.6515E-03    6.2369E-02  4.7485E-02   3.2166E-02 -5.4686E-03  3.8233E-02 -2.0373E-02
  1344      7.7284E-03    6.3032E-02  4.7579E-02   3.2665E-02 -5.5554E-03  3.8061E-02 -2.0401E-02
  1345      7.8061E-03    6.3700E-02  4.7670E-02   3.3170E-02 -5.6434E-03  3.7882E-02 -2.0428E-02
  1346      7.8846E-03    6.4375E-02  4.7759E-02   3.3681E-02 -5.7327E-03  3.7696E-02 -2.0454E-02
  1347      7.9638E-03    6.5055E-02  4.7844E-02   3.4200E-02 -5.8231E-03  3.7503E-02 -2.0478E-02
  1348      8.0439E-03    6.5741E-02  4.7926E-02   3.4724E-02 -5.9148E-03  3.7303E-02 -2.0501E-02
  1349      8.1247E-03    6.6433E-02  4.8006E-02   3.5256E-02 -6.0078E-03  3.7096E-02 -2.0522E-02
  1350      8.2063E-03    6.7131E-02  4.8082E-02   3.5794E-02 -6.1020E-03  3.6882E-02 -2.0541E-02
  1351      8.2888E-03    6.7834E-02  4.8154E-02   3.6339E-02 -6.1974E-03  3.6661E-02 -2.0559E-02
  1352      8.3721E-03    6.8543E-02  4.8224E-02   3.6891E-02 -6.2942E-03  3.6432E-02 -2.0575E-02
  1353      8.4563E-03    6.9258E-02  4.8289E-02   3.7449E-02 -6.3922E-03  3.6196E-02 -2.0589E-02
  1354      8.5413E-03    6.9979E-02  4.8352E-02   3.8015E-02 -6.4915E-03  3.5952E-02 -2.0602E-02
  1355      8.6271E-03    7.0705E-02  4.8411E-02   3.8587E-02 -6.5922E-03  3.5701E-02 -2.0613E-02
  1356      8.7138E-03    7.1437E-02  4.8466E-02   3.9167E-02 -6.6941E-03  3.5442E-02 -2.0622E-02
  1357      8.8014E-03    7.2175E-02  4.8518E-02   3.9753E-02 -6.7974E-03  3.5176E-02 -2.0630E-02
  1358      8.8898E-03    7.2918E-02  4.8566E-02   4.0347E-02 -6.9020E-03  3.4901E-02 -2.0635E-02
  1359      8.9792E-03    7.3667E-02  4.8610E-02   4.0947E-02 -7.0080E-03  3.4619E-02 -2.0639E-02
  1360      9.0694E-03    7.4422E-02  4.8650E-02   4.1555E-02 -7.1154E-03  3.4329E-02 -2.0641E-02
  1361      9.1606E-03    7.5182E-02  4.8687E-02   4.2170E-02 -7.2241E-03  3.4031E-02 -2.0641E-02
  1362      9.2526E-03    7.5947E-02  4.8719E-02   4.2792E-02 -7.3342E-03  3.3724E-02 -2.0639E-02
  1363      9.3456E-03    7.6718E-02  4.8747E-02   4.3421E-02 -7.4457E-03  3.3410E-02 -2.0635E-02
  1364      9.4395E-03    7.7494E-02  4.8772E-02   4.4058E-02 -7.5586E-03  3.3087E-02 -2.0629E-02
  1365      9.5344E-03    7.8276E-02  4.8792E-02   4.4701E-02 -7.6730E-03  3.2756E-02 -2.0621E-02
  1366      9.6302E-03    7.9063E-02  4.8807E-02   4.5352E-02 -7.7887E-03  3.2417E-02 -2.0611E-02
