#                             P           Q            P           Q            P           Q            P           Q
#                R                 3d                       4s                       4p-                      4p 
   133      9.8511E-08   1.0821E-18 -7.1995E-23   2.7361E-06 -4.2474E-10   4.6701E-11  2.8436E-07   2.2065E-12 -2.0552E-16
   134      9.9501E-08   1.1151E-18 -7.4933E-23   2.7636E-06 -4.3332E-10   4.7645E-11  2.8722E-07   2.2511E-12 -2.1178E-16
   135      1.0050E-07   1.1491E-18 -7.7991E-23   2.7913E-06 -4.4207E-10   4.8607E-11  2.9011E-07   2.2966E-12 -2.1823E-16
   136      1.0151E-07   1.1841E-18 -8.1174E-23   2.8194E-06 -4.5100E-10   4.9589E-11  2.9302E-07   2.3430E-12 -2.2488E-16
   137      1.0253E-07   1.2201E-18 -8.4486E-23   2.8477E-06 -4.6011E-10   5.0591E-11  2.9597E-07   2.3903E-12 -2.3172E-16
   138      1.0356E-07   1.2573E-18 -8.7934E-23   2.8763E-06 -4.6941E-10   5.1613E-11  2.9894E-07   2.4386E-12 -2.3878E-16
   139      1.0460E-07   1.2956E-18 -9.1523E-23   2.9053E-06 -4.7889E-10   5.2655E-11  3.0195E-07   2.4879E-12 -2.4605E-16
   140      1.0565E-07   1.3350E-18 -9.5258E-23   2.9344E-06 -4.8856E-10   5.3719E-11  3.0498E-07   2.5381E-12 -2.5355E-16
   141      1.0672E-07   1.3757E-18 -9.9146E-23   2.9639E-06 -4.9843E-10   5.4804E-11  3.0805E-07   2.5894E-12 -2.6127E-16
   142      1.0779E-07   1.4176E-18 -1.0319E-22   2.9937E-06 -5.0850E-10   5.5911E-11  3.1114E-07   2.6417E-12 -2.6923E-16
   143      1.0887E-07   1.4607E-18 -1.0740E-22   3.0238E-06 -5.1877E-10   5.7041E-11  3.1427E-07   2.6951E-12 -2.7742E-16
   144      1.0997E-07   1.5052E-18 -1.1179E-22   3.0542E-06 -5.2925E-10   5.8193E-11  3.1743E-07   2.7495E-12 -2.8587E-16
   145      1.1107E-07   1.5511E-18 -1.1635E-22   3.0849E-06 -5.3995E-10   5.9369E-11  3.2062E-07   2.8051E-12 -2.9458E-16
   146      1.1219E-07   1.5983E-18 -1.2110E-22   3.1159E-06 -5.5085E-10   6.0568E-11  3.2384E-07   2.8617E-12 -3.0355E-16
   147      1.1331E-07   1.6470E-18 -1.2604E-22   3.1472E-06 -5.6198E-10   6.1792E-11  3.2710E-07   2.9195E-12 -3.1279E-16
   148      1.1445E-07   1.6971E-18 -1.3118E-22   3.1789E-06 -5.7333E-10   6.3040E-11  3.3038E-07   2.9785E-12 -3.2232E-16
   149      1.1560E-07   1.7488E-18 -1.3654E-22   3.2108E-06 -5.8492E-10   6.4313E-11  3.3370E-07   3.0387E-12 -3.3214E-16
   150      1.1677E-07   1.8021E-18 -1.4211E-22   3.2431E-06 -5.9673E-10   6.5613E-11  3.3706E-07   3.1001E-12 -3.4225E-16
   151      1.1794E-07   1.8570E-18 -1.4791E-22   3.2757E-06 -6.0879E-10   6.6938E-11  3.4044E-07   3.1627E-12 -3.5268E-16
   152      1.1912E-07   1.9135E-18 -1.5394E-22   3.3086E-06 -6.2108E-10   6.8290E-11  3.4387E-07   3.2266E-12 -3.6342E-16
   153      1.2032E-07   1.9718E-18 -1.6023E-22   3.3418E-06 -6.3363E-10   6.9670E-11  3.4732E-07   3.2918E-12 -3.7448E-16
   154      1.2153E-07   2.0319E-18 -1.6677E-22   3.3754E-06 -6.4643E-10   7.1077E-11  3.5081E-07   3.3583E-12 -3.8589E-16
   155      1.2275E-07   2.0937E-18 -1.7357E-22   3.4093E-06 -6.5949E-10   7.2513E-11  3.5434E-07   3.4261E-12 -3.9764E-16
   156      1.2399E-07   2.1575E-18 -1.8066E-22   3.4436E-06 -6.7281E-10   7.3978E-11  3.5790E-07   3.4953E-12 -4.0975E-16
   157      1.2523E-07   2.2232E-18 -1.8803E-22   3.4782E-06 -6.8640E-10   7.5472E-11  3.6150E-07   3.5659E-12 -4.2223E-16
   158      1.2649E-07   2.2909E-18 -1.9570E-22   3.5132E-06 -7.0027E-10   7.6997E-11  3.6513E-07   3.6380E-12 -4.3509E-16
   159      1.2776E-07   2.3607E-18 -2.0369E-22   3.5485E-06 -7.1442E-10   7.8553E-11  3.6880E-07   3.7114E-12 -4.4834E-16
   160      1.2905E-07   2.4326E-18 -2.1200E-22   3.5841E-06 -7.2885E-10   8.0139E-11  3.7251E-07   3.7864E-12 -4.6199E-16
   161      1.3034E-07   2.5067E-18 -2.2065E-22   3.6202E-06 -7.4357E-10   8.1758E-11  3.7625E-07   3.8629E-12 -4.7606E-16
   162      1.3165E-07   2.5830E-18 -2.2966E-22   3.6565E-06 -7.5859E-10   8.3410E-11  3.8003E-07   3.9410E-12 -4.9056E-16
   163      1.3298E-07   2.6617E-18 -2.3903E-22   3.6933E-06 -7.7392E-10   8.5095E-11  3.8385E-07   4.0206E-12 -5.0550E-16
   164      1.3431E-07   2.7427E-18 -2.4879E-22   3.7304E-06 -7.8955E-10   8.6814E-11  3.8771E-07   4.1018E-12 -5.2089E-16
   165      1.3566E-07   2.8262E-18 -2.5894E-22   3.7679E-06 -8.0550E-10   8.8568E-11  3.9160E-07   4.1846E-12 -5.3676E-16
   166      1.3703E-07   2.9123E-18 -2.6951E-22   3.8058E-06 -8.2178E-10   9.0357E-11  3.9554E-07   4.2692E-12 -5.5310E-16
   167      1.3840E-07   3.0010E-18 -2.8050E-22   3.8440E-06 -8.3838E-10   9.2182E-11  3.9952E-07   4.3554E-12 -5.6995E-16
   168      1.3979E-07   3.0924E-18 -2.9195E-22   3.8827E-06 -8.5531E-10   9.4044E-11  4.0353E-07   4.4434E-12 -5.8731E-16
   169      1.4120E-07   3.1866E-18 -3.0387E-22   3.9217E-06 -8.7259E-10   9.5944E-11  4.0759E-07   4.5332E-12 -6.0519E-16
   170      1.4262E-07   3.2836E-18 -3.1627E-22   3.9611E-06 -8.9022E-10   9.7882E-11  4.1168E-07   4.6248E-12 -6.2362E-16
   171      1.4405E-07   3.3836E-18 -3.2918E-22   4.0009E-06 -9.0820E-10   9.9860E-11  4.1582E-07   4.7182E-12 -6.4262E-16
   172      1.4550E-07   3.4867E-18 -3.4261E-22   4.0411E-06 -9.2655E-10   1.0188E-10  4.2000E-07   4.8135E-12 -6.6219E-16
   173      1.4696E-07   3.5929E-18 -3.5659E-22   4.0817E-06 -9.4527E-10   1.0394E-10  4.2422E-07   4.9107E-12 -6.8235E-16
